
---------- Begin Simulation Statistics ----------
simSeconds                                   2.100039                       # Number of seconds simulated (Second)
simTicks                                 2100038861000                       # Number of ticks simulated (Tick)
finalTick                                2100038861000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   3211.55                       # Real time elapsed on the host (Second)
hostTickRate                                653902633                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     724400                       # Number of bytes of host memory used (Byte)
simInsts                                    880203014                       # Number of instructions simulated (Count)
simOps                                     1500247247                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   274074                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     467142                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                       2100038862                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               2.385857                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.419137                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      2240052074                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                 42696503                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1822953415                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                5573926                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            782501324                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        2134314089                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved            23990585                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          2100012675                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.868068                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.423737                       # Number of insts issued each cycle (Count)
system.cpu.dcache.WriteReq.mshrMissRate::cpu.data     0.000014                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.mshrMissRate::total     0.000014                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.avgMshrMissLatency::cpu.data 96755.625563                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.avgMshrMissLatency::total 96755.625563                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu.dcache.power_state.pwrStateResidencyTicks::UNDEFINED 2100038861000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.dcache.tags.tagsInUse           966.331502                       # Average ticks per tags in use ((Tick/Count))
system.cpu.dcache.tags.totalRefs            283496682                       # Total number of references to valid blocks. (Count)
system.cpu.dcache.tags.sampledRefs            6786259                       # Sample count of references to valid blocks. (Count)
system.cpu.dcache.tags.avgRefs              41.775105                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.dcache.tags.warmupTick              222000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.dcache.tags.occupancies::cpu.data   966.331502                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.dcache.tags.avgOccs::cpu.data     0.943683                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.avgOccs::total        0.943683                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.occupanciesTaskId::1024         1024                       # Occupied blocks per task id (Count)
system.cpu.dcache.tags.ageTaskId_1024::0           36                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::1          109                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::4          879                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.dcache.tags.tagAccesses          581492815                       # Number of tag accesses (Count)
system.cpu.dcache.tags.dataAccesses         581492815                       # Number of data accesses (Count)
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 2100038861000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.decode.idleCycles                140741895                       # Number of cycles decode is idle (Cycle)
system.cpu.decode.blockedCycles            1602066660                       # Number of cycles decode is blocked (Cycle)
system.cpu.decode.runCycles                 193584165                       # Number of cycles decode is running (Cycle)
system.cpu.decode.unblockCycles             150122511                       # Number of cycles decode is unblocking (Cycle)
system.cpu.decode.squashCycles               13497444                       # Number of cycles decode is squashing (Cycle)
system.cpu.decode.branchResolved            154533612                       # Number of times decode resolved a branch (Count)
system.cpu.decode.branchMispred                   489                       # Number of times decode detected a branch misprediction (Count)
system.cpu.decode.decodedInsts             2440972375                       # Number of instructions handled by decode (Count)
system.cpu.decode.squashedInsts                  1612                       # Number of squashed instructions handled by decode (Count)
system.cpu.executeStats0.numInsts          1817969552                       # Number of executed instructions (Count)
system.cpu.executeStats0.numNop                     0                       # Number of nop insts executed (Count)
system.cpu.executeStats0.numBranches        134740817                       # Number of branches executed (Count)
system.cpu.executeStats0.numLoadInsts       336907857                       # Number of load instructions executed (Count)
system.cpu.executeStats0.numStoreInsts      168049930                       # Number of stores executed (Count)
system.cpu.executeStats0.instRate            0.865684                       # Inst execution rate ((Count/Cycle))
system.cpu.executeStats0.numCCRegReads      695041171                       # Number of times the CC registers were read (Count)
system.cpu.executeStats0.numCCRegWrites     612078705                       # Number of times the CC registers were written (Count)
system.cpu.executeStats0.numFpRegReads          17958                       # Number of times the floating registers were read (Count)
system.cpu.executeStats0.numFpRegWrites          8576                       # Number of times the floating registers were written (Count)
system.cpu.executeStats0.numIntRegReads    1870963809                       # Number of times the integer registers were read (Count)
system.cpu.executeStats0.numIntRegWrites   1369504247                       # Number of times the integer registers were written (Count)
system.cpu.executeStats0.numMemRefs         504957787                       # Number of memory refs (Count)
system.cpu.executeStats0.numMiscRegReads    832809496                       # Number of times the Misc registers were read (Count)
system.cpu.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu.fetch.predictedBranches          182639670                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                    1916963021                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                26995848                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                   26                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.pendingTrapStallCycles           124                       # Number of stall cycles due to pending traps (Cycle)
system.cpu.fetch.cacheLines                 174822897                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes               5986685                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples         2100012675                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              1.405011                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             2.779988                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0               1577707847     75.13%     75.13% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                 15182010      0.72%     75.85% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                109593072      5.22%     81.07% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                 43724731      2.08%     83.15% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                 35241492      1.68%     84.83% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::5                 14394471      0.69%     85.52% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                 28447257      1.35%     86.87% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::7                  4396751      0.21%     87.08% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8                271325044     12.92%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total           2100012675                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts            1673436840                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             0.796860                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches          198561453                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.094551                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles    169551580                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst      174820677                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total         174820677                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst     174820677                       # number of overall hits (Count)
system.cpu.icache.overallHits::total        174820677                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst         2220                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total            2220                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         2220                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           2220                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    110216000                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    110216000                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    110216000                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    110216000                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst    174822897                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total     174822897                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst    174822897                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total    174822897                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.000013                       # miss rate for demand accesses (Ratio)
